full_text,final_cleaned,sentiment
@tunnov sy bkn pendukung jokowi dan kurang setuju dgn banyak bangun insfrastruktur yg ujungx terbengkalai ikn jg sy kurang setuju belum perlu saat ini mungkin jangka panjang dipertimbangkan tapi gk respek dgn org yg meramaikan ijazah ngurusin seluruh hidup &amp; keluarga jokowi gk ada gunax,dukung tuju bangun bengkalai tuju jangka timbang respek ramai ijazah hidup keluarga,positif
@DianSandiU Mungkin karena karma hoax esemka 11T IKN kereta cepat APBN investor antri dll,karma kereta cepat investor antri,negatif
@R_min80 @NKRI_0607 Sengawur keyakinan akan Indonesia emas dimulai dari titik nol IKN yg pada kenyataannya Mandek dan penuh kebohongan Mulai dari investor yg ratusan Sampai kereta tanpa rel pinjaman Yg kemarin dibalikin sama kepada yg punyanya,indonesia emas titik nol nyata mandek penuh bohong investor ratus kereta rel pinjam kemarin,negatif
@ctpeer Kada jd di IKN lahhh kwkk,kada,negatif
@surreaulism Njir jurig ikn kalau malem denger suara wiwokdetok ati2 aja,suara ati,negatif
@Mdy_Asmara1701 Iyalah gak logis kalau dr istana ada efisiensi pembagunan tapi yg hamburkan uang di ikn dibiarkan,iya logis istana efisiensi hambur uang biar,negatif
@KangManto123 IKN... itu blm tentu dn blm tau kapan... dipake nya. Udah di uji coba KRL tanpa rel... Jd ga jelas... China juga mikir... bisa jd mangkrak... mending dbw lg... drpd: rugi... ,tau uji coba rel mending rugi,negatif
Lapor Pak... Saya KEHILANGAN: Kesempatan Jadi Presiden 3 Periode Produksi Mobil Esemka Duit 11.000 Triliun Investor Proyek IKN Gelar Akademik Kepercayaan Masyarakat Harga Diri Sertifikat Finalis @OCCRP Ijazah ,lapor hilang presiden periode produksi mobil duit triliun investor proyek gelar akademik percaya masyarakat harga sertifikat final ijazah,negatif
@sumpen23 masalah utama negara kita ini cuma KORUPTOR. bunuhin org miskin gugur 1 tumbuh 1000 gaakan ada abisnya. tapi klo bunuh koruptor dijamin negara bakal makmur. 1 kasus korupsi pertamina rugi 10.000T sdgkan budget buat bikin 1 kota ikn aja 500T (dan udh dikorup jg). bayangkan jd ap,utama negara koruptor miskin gugur tumbuh abis bunuh koruptor jamin negara makmur korupsi rugi bikin kota korup bayang,negatif
@ridwanhr IKN di duluin tp jalan jelek di biarin.. Negara kontol bangsat,jalan jelek negara kontol bangsat,negatif
@detikcom Mana yg dukung IKN...? Mulyono tukang tipu kalian sembah... Dasar manusia² bodoh...,dukung tukang tipu sembah dasar manusia bodoh,positif
@KangManto123 kalau udah di pamerin IKN saatnya balik ke china kereta IKN haha saatnya si gibran jagain IKN,kereta,negatif
@tanyakanrl Duit dihabisin buat IKN,duit,negatif
@Mdy_Asmara1701 Untuk bohong rakyat Indonesia kalo itu kereta tanpa rel ada di IKN ujug² eih cuma rental dari China belum lagi yang namanya taxi terbang di mana tuh wujudnya,bohong rakyat indonesia kalo kereta rel rental nama terbang wujud,negatif
@SamuelTomo0426 @tanyakanrl Ikn bubar anjir. Apalagi kemaren baru aja kereta tanpa rel dibawa balik ke China. Cuman operasi 1 tahun di ikn,bubar anjir kereta rel bawa cuman operasi,negatif
@Mdy_Asmara1701 Didatangkan untuk pajangan saja seakan-akan IKN sudah siap berfungsi,pajang fungsi,negatif
@darenboys23 @Mdy_Asmara1701 Uji coba itu pakai dana wahai kaum cebong.. Dan dana itu diambil dari uang pajak rakyat.. Dan merugikan rakyat.. Emang otak bani cebong gak sampai kesitu.. Lama lama IKN jadi tempat ternak cebong... ,uji coba pakai dana kaum cebong dana ambil uang pajak rakyat rugi rakyat emang otak bani cebong kesitu ternak cebong,negatif
@MasBRO_back Grib di tolak tapi penjajahan oleh cina di terima (penyabotan lahan buat IKN),tolak jajah cina terima sabot lahan,negatif
@detikcom keretanya yg blm optimal atao ikn nya yg blm optimal?,kereta optimal optimal,negatif
@rrrrrreezzz @uzy__ @senogp 4) kalo cuma ide solusi mah gmpang kek brosur IKN aje segala ide &amp; teknologi disebut realisasi nihil. Tp biasanya kyk gini ckup sih utk meredam kritikan di medsos (Dan gagal jg wkwk). 5) push pemkot/pemka. 6) ini belum ngomongin problematika saat realisasi: ormas korup dll.,kalo ide solusi mah kek brosur ide teknologi realisasi nihil gin redam kritik gagal realisasi korup,negatif
@Mdy_Asmara1701 Mana neh anjing-anjing kurap yang kemarin menggonggong IKN futuristik dengan kereta tanpa awalnya ,kurap kemarin gonggong futuristik kereta,negatif
@Mdy_Asmara1701 Coba cek pembayarannya deh. Temen gw yg dapet proyek ikn gak dibayar sampe sekarang makanya kerjaannya di stop,coba cek bayar proyek bayar kerja stop,negatif
@convomf Ketaker ya maksain esemka ikn mbg skrg ai.,ketaker maksain esemka ikn mbg skrg ai,negatif
@detikcom Dikembalikan dgn Alasan pada saat uji coba hasilnya menunjukan klu sistemnya belum berfungsi kayak nya alsan ngak masuk akal barang sebesar itu apakah waktu di cina sebelum di kirim ke IKN apakah tidak di uji dulu kelayakan nya kejujuran memang mahal utk rezim mulyono,alas uji coba hasil sistem fungsi masuk akal barang cina kirim uji layak jujur mahal rezim,negatif
@baladewa22 @ZAEffendy Cek fakta ya: Jkw ditetapkan tokoh korup dunia Menag korupsi haji Kroninya banyak yang gak bener Istananya IKN kosong MANGKRAK. Buka Mata Buka Telinga Buka Hati biar lu faham. Atau memang lu buta tuli dungu,cek fakta tokoh korup dunia korupsi haji kroni istana kosong buka mata buka telinga buka hati biar buta tuli dungu,negatif
@ArmyDaud @msaid_didu IKN pasti jalan !!! Pembacot sok pintar hanya bikin gaduh.,jalan bacot sok pintar bikin gaduh,negatif
@aewin86 Esemka juga ada. 472 Investor IKN juga ada. Berbohong adalah nikmat. Gaskeun Dut.,investor bohong nikmat,negatif
@TheRingOfPowers @Mdy_Asmara1701 Jangan harap bisa lihat taxi terbang di IKN klo nggak punya indera ketujuh. Sama halnya dg mobil Esemka yg hanya bisa dilihat oleh orang-orang yg memiliki indera ketujuh.,harap lihat terbang tujuh mobil lihat milik tujuh,negatif
emg banyak tpi amburadul semua nohh ikn dicabut anggarannya + makin banyak siswa/i keracunan tu gimana tolol?,amburadul cabut anggar siswa racun tolol,negatif
Mudik ikn nya ga jd wkwkwk,mudik,negatif
Yg udh liat Taksi Terbang @jokowi di IKN share ya ,liat taksi terbang,negatif
@tekarok007 Ad berita kereta tanpa rel di IKN dikembalikan ke China tapi kok masih ad yg ketinggalan satu disini ya ?!,berita kereta rel tinggal,negatif
Berakhir Kereta Tanpa Rel IKN Dikembalikan ke China Rp15 4 triliun anggaran IKN 2025 katanya buat sensor IoT 5G sampe sky taxi. Tapi kalau kereta pinjaman aja gagal apa kabar taksi udara? Jangan² nanti cuma drone ojek buah yang muter di atas IKN ,kereta rel triliun anggar sensor kereta pinjam gagal kabar taksi udara ojek buah,negatif
sepertinya Indonesia juga korban perkosaan para lelaki India di IKN Timteng. Indonesia peroleh komitmen dikelola oleh Danantara eksposur gua saat dulu di Abudhabi dieskalasi buble oleh #MrMindAD apa relasinya antara Indonesia dengan #MrMindAD ?,indonesia korban perkosa lelaki indonesia komitmen kelola eskalasi relasi indonesia,negatif
@momwholifts @surreaulism Ratu pantai ikn,ratu pantai,negatif
IKN itu singkatan dari apa ya serius tanya... karena ada yg ngotot katanya IKN itu singkatan dari Ijazah Ku Nyomot ,singkat serius singkat ijazah,negatif
sepertinya Indonesia wanita India merupakan korban perkosaan para lelaki India di IKN Timur Tengah mungkin telah vonis mahkamah Internasional peroleh ganti rugi diantaranya beralih/terlepas aset India di Malaysia Singapura menjadi aset milik Indonesia begitu ?,indonesia wanita rupa korban perkosa lelaki timur vonis mahkamah internasional ganti rugi aset aset milik indonesia,negatif
Kembali lagi dan akhirnya kereta tanpa rel IKN yg suara nya bgt gemuruh dan lantang di jalanan IKN kini di pulangkan ke China Dulu buzzer beserta ternak² jokowe bgt lantang bersuara di media sosial yg pada akhirnya fakta menyatakan semua kebenaran itu Jokowe itu penipu !!! ,kereta rel suara gemuruh lantang jalan pulang ternak lantang suara media sosial fakta nyata tipu,negatif
@urfairyn @kal_syah @sewverus Efisiensi Membasmi korupsi IKN. MBG butuh kerjasama yang lebih bener biar gak racun mulu. Nyari Investor juga oke Danantara sebagai Sovereign Wealth Fund itu gagasan ekonomi makro. Giant sea wall juga penting,efisiensi basmi korupsi butuh biar racun investor oke gagas ekonomi makro,negatif
IKN nya jadi kan pak @prabowo ?,ikn,negatif
@ARSIPAJA Kata Mulyono investor asing ribuan antri di IKN,investor asing ribu antri,negatif
@Kartika4567 @i_KoPhi_RAL @DokterTifa @jokowi @SBYudhoyono @bahlillahadalia Wah pertanyaan yang tajam nih! Soal Jokowi bilang investor asing antri masuk IKN kayaknya perlu dilihat dari sudut pandang yang lebih luas ya. Dari yang saya lihat memang ada klaim bahwa investor asing mulai tertarik dengan IKN terutama di sektor seperti telekomunikasi ,tajam bilang investor asing antri masuk lihat sudut pandang luas lihat klaim investor asing tarik utama sektor telekomunikasi,negatif
@grok @i_KoPhi_RAL @DokterTifa @jokowi @SBYudhoyono @bahlillahadalia @grok Jadi Jokowi bohong ya kalau investor asing antri masuk IKN,bohong investor asing antri masuk,negatif
@callmeferdi23 @farhanzlkr Lah bukanya kamu udah khusus teknisi AC di Istana Merdeka sama IKN,buka khusus teknisi istana merdeka,negatif
Cara Mudah Aktivasi Dompet Mainnet Pi Network Tanpa Menunggu Migrasi Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,mudah dompet tunggu migrasi sumber pos aplikasi,negatif
Cara Mudah Aktivasi Dompet Mainnet Pi Network Tanpa Menunggu Migrasi Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,mudah dompet tunggu migrasi sumber pos aplikasi,negatif
@Minietweets_ @Opposisi6890 @jokowi Ngomongin Hoax noh Penyebar esemka sudah dipesan 6000 unit + Antrian investor di IKN aja masih cengangas cengenges saja..,sebar pes unit antri investor,negatif
@detikcom Dalam 10 tahun terakhir Vietnam dan Malaysia mati matian memperbaiki kemudahan bagi para investor menyingkirkan hal hal yg mengganggu dan membuat investor nyaman.Hasilnya Vietnam dan Malaysia mendapat banyak limpahan investor luar. Indonesia gaya2an bikin IKN mandalika dll,mati mati mudah investor singkir ganggu investor limpah investor indonesia gaya bikin mandalika,negatif
Met dateng yah penulis plot werewolf kesayangan IKN. ️ @ragnairo,tulis plot sayang,negatif
@ArdiZA15 @DokterTifa 6000 Esemka sdh dipesan 400an investor mau masuk IKN taxi terbang kereta tanpa rel... semua hoax ini lo psrcaya. Giliran dikasih fakta ilmiah abal-abalnya skripsi Mulyono membabibuta lo menolaknya.,pes investor masuk terbang kereta rel gilir kasih fakta ilmiah skripsi tolak,negatif
Ooooo...ya ya ya .. Licik bener kamu Mulyono ya... Kereta tanpa rel di IKN ternyata hanya uji coba. Bukan investor dan moda transportasi di IKN. Biar kami percaya dan terkagum kagum. Bangsat loe ya....,licik kereta rel nyata uji coba investor transportasi biar percaya kagum kagum bangsat,negatif
@MuzasRicci @ayojajanjajan @iamgeprexwin @lun_jar @ApriliaLin Mulyono 10thn bangun infrastruktur merata di seluruh Indonesia. Esemka ada hanya 5000 unit bandingkan dengan mobil merk lain lebih dari 2 juta unit ya g kelihatan lagian golongan lu g mau beli. IKN sampai hari ini masih dibangun,bangun infrastruktur indonesia unit banding mobil juta unit lihat golong beli bangun,positif
IKN adalah Simbol Harapan Baru untuk pemerataan ekonomi Indonesia ,simbol harap perata ekonomi indonesia,negatif
IKN adalah Simbol Harapan Baru untuk pemerataan ekonomi Indonesia ,simbol harap perata ekonomi indonesia,negatif
@dnff_jongwon IKN lagi mandek tugu lorem ipsum aja belum dikelarin Ngwon. Ngwon skrg lg sibuk apa?,mandek tugu sibuk,negatif
@cobeh2022 Siap ekspor apem ke IKN tuh ,ekspor,negatif
@ZulkifliLubis69 @jokowi @prabowo @gibran_tweet @kaesangp @psi_id @PDI_Perjuangan Saatnya rakyat seluruh Indonesia melaporkan @jokowi dengan kebohongan publik mulai dari mobil Esemka Investor IKN dst dst.,rakyat indonesia lapor bohong publik mobil investor,negatif
@ferrykoto @aniesbaswedan Mungkin kamu termasuk petani yg dapet traktor atau mungkin pengantar kereta tanpa rel di IKN yg di kembalikan ke China.,masuk tani traktor kereta rel,negatif
Itu dana buat IKN kalau dibuat ngebenerin sekolah juga cukup. Itupun kalau gak dikorup sih,dana sekolah korup,negatif
@PeacePack2 Wah kemajuan IKN emang bikin mata melotot ya! Tapi jangan langsung percaya sama yang katanya luar biasa itu. Saya lihat dari data yang ada progress pembangunan IKN tuh sekitar 87.58% dari 2020 sampai Maret 2023 dan 44.22% dari April 2023 sampai 2024. Bukan gak mungkin ada,maju emang bikin mata melotot langsung percaya lihat data bangun maret april,positif
Saye gak bangge kalo nanye google tapi kemajuan IKN terlalu luar biase !!! Amaztsing !!! Apekah bener IKN udeh semaju itu Seperi kate mereka @grok ??? ,kalo maju ape maju kate,positif
Kurang ajar nih Jinping Sebaiknya @jokowi perintahkan Hercules untuk melabrak mereka yang mencoba mencuri harta negara yang sudah dibeli jokowi dengan uang pribadinya utk mempercanggih IKN. JANGAN LUPA BAWA SILVESTER SEKALIAN‼️,ajar perintah labrak coba curi harta negara beli uang pribadi canggih lupa bawa,negatif
@KangManto123 Itu seprti bahasa mul investor asing antri untuk invest di ikn ,bahasa investor asing antri,negatif
Wajah baru IKN... #optimis #tungguPrabowoNgantor ,wajah,negatif
@detikcom Ga tau detail nya tapi intinya proyek IKN ini buang2 duit yang seharus nya bisa dipakai untuk hal2 yg lebih urgent. Misalnya meningkatkan lapangan kerja scr signifikan pemerataan kualitas pendidikan tingkatkan beasiswa PTN untuk rakyat menengah kebawah dll,tau detail inti proyek buang duit pakai tingkat lapang kerja signifikan perata kualitas didik tingkat beasiswa rakyat,negatif
@detikcom peralatan sirkus dikembalikan... pesta telah usai... pemain² sirkus IKN artis² sirkus IKN berhamburan,alat sirkus pesta main sirkus artis sirkus hambur,negatif
Ini hanya ngigau @jokowi makanya hasilnya pun ya Rakyat Indonesia diminta picing mata! Sepertinya KPK kurang kerjaan ngurusin hadiah Gurulah ini Urus IKN sana iya ngk @gibran_tweet Masa iya sudah Triliun tapi belum bisa dinikmati Rakyat Indonesia Ingat @prabowo lagi KERJA,hasil rakyat indonesia picing mata kerja hadiah guru urus iya iya triliun nikmat rakyat indonesia kerja,negatif
Kereta Tanpa Rel IKN dikembalikan ke China! Deputi Otorita IKN Ali Berawi membenarkan bahwa kereta otonom atau ART dikembalikan ke China setelah hasil uji coba menunjukkan sistemnya belum berfungsi optimal. Uji coba ini bagian dari PoC sesuai Inpres No. 2/2024. Tonton video ,kereta rel deputi ali awi kereta otonom hasil uji coba sistem fungsi optimal uji coba sesuai tonton video,negatif
argan ngeshare gt ke gdm tandanya dia mau ke ikn buat ketemu psk kah?️,tanda ketemu kah,negatif
@KangManto123 Kayak pendahulunya yg suka halu banyak investor masuk ikn ,suka investor masuk,negatif
@CutSarina5 Audit dan periksa proyek IKN,audit periksa proyek,negatif
@tekarok007 Mungkin karma bang karna dulu tiap ada yang kritik ikn jokwi langsung poto di hambalang,karma bang kritik langsung,negatif
@detikcom Batalkan dan audit IKN,batal audit,negatif
@detikcom Kita lihat nanti apakah presiden prabowo mau upacara 17 agustus nanti di IKN ?????,lihat presiden upacara agustus,negatif
Dengan IoT 5G smart traffic lights dan kerja sama sky taxi bareng Hyundai IKN tetap optimis jadi kota masa depan. : Kompas com : vitoesoulasthree (IG) |#trendyngmedia,kerja bareng optimis kota kompas,negatif
Deputi Otorita IKN Mohammed Ali Berawi bilang armada sudah dikirim balik supaya teknologinya diperbaiki. Meski begitu IKN tetap fokus ke smart mobility siap luncurin aplikasi MaaS biar warga gampang pesan bus listrik sepeda listrik sampai taksi terbang. Lanjut ⇣,deputi ali awi bilang armada kirim teknologi fokus aplikasi biar warga gampang pesan bus listrik sepeda listrik taksi terbang,negatif
Ibu Kota Nusantara (IKN) terus gas jadi smart city meski uji coba kereta tanpa rel (ART) dari China gagal dan akhirnya dikembalikan. ART buatan CRRC Qingdao Sifang diuji Agustus Oktober 2024 tapi belum bisa jalan otomatis. Lanjut ⇣ ,kota nusantara gas uji coba kereta rel gagal uji agustus oktober jalan otomatis,negatif
@fakhrulroziii Setuju mas! Saya juga suka nyindir Jokowi soal isu nepo dan cawe-cawe. Tapi soal ijazah palsu itu kayak recehan bgt padahal ada isu yg lebih substansial kayak masa depan IKN yg bisa jadi bahan kritikan,tuju mas suka isu ijazah palsu receh isu substansial bahan kritik,negatif
@kemgelapan Pak men kapan bikin film di IKN?,bikin film,negatif
Ya mulai kerjain lah... Bikin candi sebesar hambalang dan ikn aja bisa...,bikin candi,negatif
@C_D3pp Dibawa ke Solo atau IKN. Silahkan pilih Cak ,bawa solo silah pilih cak,negatif
@denismalhotra @jokowi Lagian @jokowi nafsu banget balas jasa ke bohir. Stlh kawasan property milik Oligarki di Jakarta-Bandung difasilitasi KCIC. Lanjut mau jual murah ke mereka berupa Tanah dan Bangunan milik Negara (Kantor Kementrian dll) dgn memindahkan operasional Ibukota Negara ke IKN. Dasar TAIK,nafsu banget balas jasa kawasan milik oligarki fasilitas jual murah upa tanah bangun milik negara kantor tri pindah operasional negara dasar,positif
@KangManto123 Mang isinya pemain sirkus ya yg manggung di.IKN,mang isi main sirkus manggung,negatif
Alasan beli: persiapan trail hiking ke IKN ️ jalan jalan di mall khususnya PP ️ ya kebetulan bisa beli aja ,alas beli jalan jalan khusus beli,negatif
Legacy berakhir kereta tanpa rel pun dikembalikan dari IKN ke China. Semuanya Simulakra demikian pandangan Baudrillard dan Nietzsche tentang politik citra . ,kereta rel pandang politik citra,negatif
@tekarok007 Ucapannya sama kaya waktu ngomong IKN ngga pke dana APBN nilainya NOL..!!!,kaya dana nilai nol,negatif
@MurtadhaOne1 IKN membuka jutaan lapangan pekerjaan sesuai janji jokowi,buka juta lapang kerja sesuai janji,negatif
@Mdy_Asmara1701 Untuk dipamerin doang Eh biaya pengangkutan dari cina ke ikn terus dari ikn ke cina siapa yg tanggung ya,doang biaya angkut cina cina tanggung,negatif
@surreaulism POV pojokan gedung IKN rn,pojok gedung,negatif
Udah Tahu Belum? Ini Cara Membelanjakan Pi Coin dengan Kartu VISA Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,belanja kartu visa sumber pos aplikasi,negatif
Prediksi Harga Pi Network: Bagaimana Dampak Pelepasan $139 Juta Token pada Pi Coin? Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,prediksi harga dampak lepas juta sumber pos aplikasi,negatif
@Mdy_Asmara1701 Biar kelihatan IKN gak mangkrak,biar lihat,negatif
@tempodotco IKN stop MBG stop rasanya bisa lebih cepat. Tergantung mana prioritas sih. *Ucap rakyat jelata,stop stop cepat gantung prioritas rakyat jelata,negatif
bukannya janji jokowi dulu IKN akan membuka lapangan pekerjaan? yaini juga lapangan pekerjaan,janji buka lapang kerja lapang kerja,negatif
IKN ini cocok jadi studi kasus sebagai contoh proyek yang dilanjutkan ataupun dihentikan sama2 ga menguntungkan,cocok studi contoh proyek henti untung,positif
@ferryhusin77 @xquitavee Mungkin dia mabuk asam sulfat stlh keliling IKN naik mobil esemka dgn bekal 11 rb trilyun.hahaaa...Indonesia emg darurat org tolol.,mabuk asam sulfat keliling mobil bekal darurat tolol,negatif
@Tan_Mar3M @geloraco masih megang lah : duit IKN ame Danantara ,duit,negatif
@speedingjunkie Wujud kuyang jalan saya penghuni IKN,wujud kuyang jalan huni,negatif
@Mdy_Asmara1701 Krn yg open BO di IKN tak perlu KERETA TANPA REL bisa tak jadi transaksi kalau penumpang penuh baru jalan ,open kereta rel transaksi tumpang penuh jalan,negatif
@tempodotco Seriusan kah 30 tahun? Alah.. pastinya omon-omon aja. Program Makan Bergizi Gratis aja bisa terlaksana IKN bisa dikebut perbaiki jalanan bisa dilakukan (kalau ada pejabat melintas) masa perbaiki sekolah begini saja butuh waktu lama? ‍️,serius kah program makan gizi gratis laksana kebut jalan laku jabat lintas sekolah butuh,negatif
yg kayak gini mostly bahkan bukan iknc dulu ataupun skrg yg iknc pasti bisa liat kalo ikn berkembang jauh banget aku kalo nonton konser mereka 2018 sama konser mereka 2023/2022 keliatan bgt mereka jauh lebih matang apalagi yg 2023,gin liat kalo kembang banget kalo konser konser liat matang,positif
@S4turnuslv udah buang di ikn,buang,negatif
@MurtadhaOne1 Kan emang misi utam IKN tuh buat gituan. Dari dulu gw udah ngomong IKN bakal jadi yempat party sex nya para pejabat dan lgbt nya prabowo,emang misi jabat,negatif
@Mdy_Asmara1701 Katanya ini untuk fasilitas di IKN tapi sebenarnya ini cuma uji coba dari pabrikannya. tidak pernah diniatkan untuk IKN. selesai uji coba sewajarnya dibawa pulang.,fasilitas uji coba pabrikan niat selesai uji coba wajar bawa pulang,negatif
@Andiarief__ Investor ngantri masuk IKN juga penjelasan negara ya bang Andi? Faktanya gimana Bang? Benar apa Boong?? ,investor masuk negara bang fakta bang,negatif
@fannysoegi Kak tolong tanyain IKN senyap dan tak ada kabar .,kak tolong senyap kabar,negatif
@NayDonuts IKN = nipu. Jokowo = kebohongan yang bersèri. (Kata yang ngomong di video ini) (Yang ngomong kok nggak ada takut2nya?) . ,bohong video takut,negatif
@RudiartoT78475 saat matahari itu masih benar selalu berbohong akhirnya IKN cuma proyek pemborosan yang gaada manfaatnya buat masyarakat luas,matahari bohong proyek boros manfaat masyarakat luas,negatif
Foya-foya mulyono buat IKN. Padahal dalam kampanyenya tidak ada itu IKN. Sibuk dgn IKN lupa untuk memberi perhatian psda sektor pendidikan pertanian dan nelayan. Lupa bahwa masih banyak rakyat berada dalam garis kemiskinan dan kemiskinan akut. Kekuasaan adalah amanah bukan,kampanye sibuk lupa perhati sektor didik tani nelayan lupa rakyat garis miskin miskin akut kuasa amanah,negatif
@sawaschtein gedung ikn nya apa aku nya ay,gedung,negatif
@Mdy_Asmara1701 Sptnya hanya utk memburu anggaran proyek pengadaan yg setidaknya 70M. Polanya serupa dgn IKN KRCI dll yg penting ada proyek shg duit negara bisa ditarik setelah itu peduli amat apa yg terjadi belakangan,buru anggar proyek pola rupa proyek duit negara tarik peduli,negatif
@Musix_Asix @ch_chotimah2 IKN = nipu. Jokowo = kebohongan yang bersèri. (Kata yang ngomong di video ini) (Yang ngomong kok nggak ada takut2nya?) . Nggak nyambung sama tweet_nya ya? Bodo amat ah. . ,bohong video takut,negatif
@detikcom Mana nich... Buzzer peak IKN.... muncul donk.,muncul,negatif
Ini 7 Investor Pelopor Pendidikan di IKN Ada Al Azhar Hingga Patra Jasa ,investor pelopor didik patra jasa,negatif
@ardi_tama1 Kira-kira bisa menuhin istana IKN gak yaa,istana,negatif
Setengah jam dengan waktu ukur MISTERI KALIMANTAN TIMUR &amp; IKN | #NERROR MISTERI INDONESIA by Nessie judge ,jam ukur misteri timur misteri indonesia,negatif
@chaeydal @ridwanhr Perbaikin jalan ga bisa triliunan habis buat ikn bisa..dlm waktu singkat pula,jalan triliun habis singkat,negatif
@FuzaFirdaus Wajarlah duitnya kepake di ikn ye kan,wajar duit,negatif
@pasiensomi WKWKWKKW BAPAK KOTA DI IKN ,kota,negatif
@ojo_ruwet @Mdy_Asmara1701 itu belum dibeli pemilik produk meminjamkan produknya untuk di ujicoba di ikn kalau cocok produknya akan dibeli beberapa unit kalau gak cocok ya di pulangkan ke pabriknya. BUKAN pengadaan barang.. Bahlul !,beli milik produk pinjam produk cocok produk beli unit cocok pulang pabrik barang,positif
@Not_Ur_Bro @chaatimeeee @bembengkedua @jinjamoella sesakti yang bagaimana sih menurut parameter lu? pemerintah pusat bangun IKN bikin program MBG bikin Danantara ngabisin trilyunan bisa-bisa aja tuh? giliran buat ningkatin SDM terutama fakir miskin lewat pendidikan kok cuma sampai situ? tuntasin lah malah proyek mulu.,sakti parameter perintah pusat bangun bikin program bikin gilir utama fakir miskin didik situ proyek,positif
Dukungan penuh terhadap pembangunan Ibu Kota Nusantara sebagai pusat pemerintahan baru yang hijau modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanBerkelanjutan #TransformasiIndonesia ,dukung penuh hadap bangun kota nusantara pusat perintah hijau modern,positif
Dukungan penuh terhadap pembangunan Ibu Kota Nusantara sebagai pusat pemerintahan baru yang hijau modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanBerkelanjutan #TransformasiIndonesia ,dukung penuh hadap bangun kota nusantara pusat perintah hijau modern,positif
kya mau bungkus ikn asin sumph,bungkus asin,negatif
@asahimup di ikn rame tuh ,ikn rame,negatif
Unit kereta tanpa rel (Autonomous Rail Transit/ART) yang sempat diuji coba di Ibu Kota Nusantara (IKN) sejak Agustus 2024 resmi dikembalikan ke China. Pengembalian dilakukan oleh perusahaan penyedia CRRC Qingdao Sifang pada Kamis (1/5/2025). ,unit kereta rel uji coba kota nusantara agustus resmi laku usaha sedia kamis,negatif
IKN wujud pemerataan pembangunan Nasional ,wujud perata bangun nasional,positif
IKN siap menyambut investor asing untuk berkolaborasi dan menciptakan inovasi ,sambut investor asing kolaborasi cipta inovasi,negatif
Otorita IKN Gelar Kelas Pengantar Kota Peka Air Bersama ADB dan Monash University ,gelar kelas kota peka air,negatif
@Mdy_Asmara1701 Done IKN udah digulung... I'm so happy.,gulung,negatif
@detikcom Cokk Esemka ngedabruss Ikn ngedabrus Bis kereta ngedabruss Hutang ngedabruss,bis kereta hutang,negatif
@Mdy_Asmara1701 Bukan Indonesia yg datangkan tapi China sengaja datangkan ke IKN untuk dipakai uji coba dalam rangka Promosi.,indonesia sengaja pakai uji coba rangka promosi,negatif
@yogi_Halim @CutSarina5 Kalo belum siap infrastruktur (IKN) ngapain koar koar seh? Ini komunikasinya yg Kebagusan atau komunikasi kelewat munafiknya? Sadar diri Ama kemampuan rakyat lah jangan beli istana disaat banyak warga yg gak punya rumah/tanah/ngontrak. Hidup Yang Mulia Munafik.,kalo infrastruktur ngapain koar koar seh komunikasi bagus komunikasi munafik sadar ama rakyat beli istana warga hidup mulia munafik,positif
@denismalhotra @jokowi Kalau IKN bisa dikirim pake kapal pun pasti dipinjemin dari luar negeri terus dikirim ke Indo jg tuh. Sama kayak saat dimunculkannya beberapa biji mobil Esemka yang ternyata sebenarnya mobil dr China dilabelin/dikasih stiker atas nama Esemka &amp; diakui atas nama Jokowi wkwk. ,kirim kapal negeri kirim muncul biji mobil nyata mobil stiker nama nama,negatif
@askmearmything Bukannya udah dari tahun 2022 ya ga ngotaknya? Alurnya bikin candi IKN trus bikin PMK ga ngotak dicombo sama SP2dK isinya campuran nanya beneran dan setengah maksa,alur bikin candi bikin isi campur,negatif
@Mdy_Asmara1701 Mana nih babi yang suka puja puji IKN muka lu diseman dulu deh biar tambah tebel dari muka babi.,babi suka puja puji muka seman biar muka babi,negatif
@detikcom Moda transportasi masa depan ini dipinjamkan oleh pihak China secara gratis untuk dijajal di IKN selama masa uji coba. Pemerintah cuma perlu membangun jalur khusus ART dan marka-marka jalannya saja.,transportasi pinjam gratis jajal uji coba perintah bangun jalur khusus jalan,positif
@v4nc1_b0zz Dari dulu katanya investor mau ke IKN tapi kok sampai sekarang belum ada berita bahwa IKN semakin berkembang dan semakin banyak investor ya?,investor berita kembang investor,positif
@Mdy_Asmara1701 IKN NDASMU SOMPLAK WI JOKOWI APBN kau obrik abrik GK JELAS kau lbh patut ditersangkakan drpd Tom L Uu No 3 THN 2022 sgr dihapus @DPR_RI,somplak kau kau patut sangka tom hapus,negatif
