data_clean,lowercasing,remove_punctuation,tokenizing,stopword,stemming,sentiment
atas banjir drastis hutang ikn jabat mudah negara presiden tinggal triliun,    lbh mudah mengatasi banjir di jakarta kl sdh jd presiden sedang menjabat gub jakarta lalu ditinggalkan esemka rb triliun hutang negara meninggkat drastis ikn mangkrak.. wiwokdetok tokdetok ,    lbh mudah mengatasi banjir di jakarta kl sdh jd presiden sedang menjabat gub jakarta lalu ditinggalkan esemka rb triliun hutang negara meninggkat drastis ikn mangkrak wiwokdetok tokdetok ,"[""lbh"", ""mudah"", ""mengatasi"", ""banjir"", ""di"", ""jakarta"", ""kl"", ""sdh"", ""jd"", ""presiden"", ""sedang"", ""menjabat"", ""gub"", ""jakarta"", ""lalu"", ""ditinggalkan"", ""esemka"", ""rb"", ""triliun"", ""hutang"", ""negara"", ""meninggkat"", ""drastis"", ""ikn"", ""mangkrak"", ""wiwokdetok"", ""tokdetok""]","[""lbh"", ""mudah"", ""mengatasi"", ""banjir"", ""jakarta"", ""kl"", ""sdh"", ""jd"", ""presiden"", ""menjabat"", ""gub"", ""jakarta"", ""ditinggalkan"", ""esemka"", ""rb"", ""triliun"", ""hutang"", ""negara"", ""meninggkat"", ""drastis"", ""ikn"", ""mangkrak"", ""wiwokdetok"", ""tokdetok""]","[""atas"", ""banjir"", ""drastis"", ""hutang"", ""ikn"", ""jabat"", ""mudah"", ""negara"", ""presiden"", ""tinggal"", ""triliun""]",negatif
laksana proses terbit,pelaksanaan proses indetifikasi penerbitan sim.         ,pelaksanaan proses indetifikasi penerbitan sim         ,"[""pelaksanaan"", ""proses"", ""indetifikasi"", ""penerbitan"", ""sim""]","[""pelaksanaan"", ""proses"", ""indetifikasi"", ""penerbitan"", ""sim""]","[""laksana"", ""proses"", ""terbit""]",negatif
ikn kampung relokasi, kedua kampung itu di relokasi ke ikn saja, kedua kampung itu di relokasi ke ikn saja,"[""kedua"", ""kampung"", ""itu"", ""di"", ""relokasi"", ""ke"", ""ikn"", ""saja""]","[""kampung"", ""relokasi"", ""ikn""]","[""ikn"", ""kampung"", ""relokasi""]",negatif
ikn kena tanah terbit tri, kalau di terbitkan akan kena semua mentri ex jokowi.termasuk yusril punya tanah di ikn., kalau di terbitkan akan kena semua mentri ex jokowitermasuk yusril punya tanah di ikn,"[""kalau"", ""di"", ""terbitkan"", ""akan"", ""kena"", ""semua"", ""mentri"", ""ex"", ""jokowitermasuk"", ""yusril"", ""punya"", ""tanah"", ""di"", ""ikn""]","[""terbitkan"", ""kena"", ""mentri"", ""ex"", ""jokowitermasuk"", ""yusril"", ""tanah"", ""ikn""]","[""ikn"", ""kena"", ""tanah"", ""terbit"", ""tri""]",negatif
antek asing ikn kritik saking, mbg ini / dengan ikn saking deaftone nya sampai kritikpun dikira antek asing aseng , mbg ini  dengan ikn saking deaftone nya sampai kritikpun dikira antek asing aseng ,"[""mbg"", ""ini"", ""dengan"", ""ikn"", ""saking"", ""deaftone"", ""nya"", ""sampai"", ""kritikpun"", ""dikira"", ""antek"", ""asing"", ""aseng""]","[""mbg"", ""ikn"", ""saking"", ""deaftone"", ""kritikpun"", ""antek"", ""asing"", ""aseng""]","[""antek"", ""asing"", ""ikn"", ""kritik"", ""saking""]",negatif
ikn keluarga suruh tinggal, sekeluarga suruh tinggal di ikn aja... , sekeluarga suruh tinggal di ikn aja ,"[""sekeluarga"", ""suruh"", ""tinggal"", ""di"", ""ikn"", ""aja""]","[""sekeluarga"", ""suruh"", ""tinggal"", ""ikn""]","[""ikn"", ""keluarga"", ""suruh"", ""tinggal""]",negatif
ikn infrastruktur kait kaji kesiap komisi pindah,komisi ii dpr ri : kaji kesiapan infrastruktur terkait pemindahan asn ke ikn - tvr  ,komisi ii dpr ri  kaji kesiapan infrastruktur terkait pemindahan asn ke ikn  tvr  ,"[""komisi"", ""ii"", ""dpr"", ""ri"", ""kaji"", ""kesiapan"", ""infrastruktur"", ""terkait"", ""pemindahan"", ""asn"", ""ke"", ""ikn"", ""tvr""]","[""komisi"", ""ii"", ""dpr"", ""ri"", ""kaji"", ""kesiapan"", ""infrastruktur"", ""terkait"", ""pemindahan"", ""asn"", ""ikn"", ""tvr""]","[""ikn"", ""infrastruktur"", ""kait"", ""kaji"", ""kesiap"", ""komisi"", ""pindah""]",negatif
anggar bangun ikn infrastruktur investasi istana jalan kantor kendala konstruksi lambat negara presiden proyek relokasi triliun triliun,    proyek ikn masih berjalan dengan anggaran rp   triliun untuk - dan investasi baru rp   triliun di . infrastruktur seperti kantor presiden (%) dan istana negara (%) terus dibangun tapi ada kendala seperti konstruksi lambat dan relokasi asn,    proyek ikn masih berjalan dengan anggaran rp   triliun untuk  dan investasi baru rp   triliun di  infrastruktur seperti kantor presiden  dan istana negara  terus dibangun tapi ada kendala seperti konstruksi lambat dan relokasi asn,"[""proyek"", ""ikn"", ""masih"", ""berjalan"", ""dengan"", ""anggaran"", ""rp"", ""triliun"", ""untuk"", ""dan"", ""investasi"", ""baru"", ""rp"", ""triliun"", ""di"", ""infrastruktur"", ""seperti"", ""kantor"", ""presiden"", ""dan"", ""istana"", ""negara"", ""terus"", ""dibangun"", ""tapi"", ""ada"", ""kendala"", ""seperti"", ""konstruksi"", ""lambat"", ""dan"", ""relokasi"", ""asn""]","[""proyek"", ""ikn"", ""berjalan"", ""anggaran"", ""rp"", ""triliun"", ""investasi"", ""rp"", ""triliun"", ""infrastruktur"", ""kantor"", ""presiden"", ""istana"", ""negara"", ""dibangun"", ""kendala"", ""konstruksi"", ""lambat"", ""relokasi"", ""asn""]","[""anggar"", ""bangun"", ""ikn"", ""infrastruktur"", ""investasi"", ""istana"", ""jalan"", ""kantor"", ""kendala"", ""konstruksi"", ""lambat"", ""negara"", ""presiden"", ""proyek"", ""relokasi"", ""triliun"", ""triliun""]",negatif
berita gada ikn,  ikn kok gada berita? apakah mangkrak?,  ikn kok gada berita apakah mangkrak,"[""ikn"", ""kok"", ""gada"", ""berita"", ""apakah"", ""mangkrak""]","[""ikn"", ""gada"", ""berita"", ""mangkrak""]","[""berita"", ""gada"", ""ikn""]",negatif
buat ikn indonesia maju mantap, mantap indonesia harus maju...untuk maju harus berbuat sesuatu...sesuatu itu sdh di mulai oleh pak jokowi...yaitu ikn, mantap indonesia harus majuuntuk maju harus berbuat sesuatusesuatu itu sdh di mulai oleh pak jokowiyaitu ikn,"[""mantap"", ""indonesia"", ""harus"", ""majuuntuk"", ""maju"", ""harus"", ""berbuat"", ""sesuatusesuatu"", ""itu"", ""sdh"", ""di"", ""mulai"", ""oleh"", ""pak"", ""jokowiyaitu"", ""ikn""]","[""mantap"", ""indonesia"", ""majuuntuk"", ""maju"", ""berbuat"", ""sesuatusesuatu"", ""sdh"", ""jokowiyaitu"", ""ikn""]","[""buat"", ""ikn"", ""indonesia"", ""maju"", ""mantap""]",positif
ikn kabupaten rombong,rombongan study tour sma kabupaten ke ikn ,rombongan study tour sma kabupaten ke ikn ,"[""rombongan"", ""study"", ""tour"", ""sma"", ""kabupaten"", ""ke"", ""ikn""]","[""rombongan"", ""study"", ""tour"", ""sma"", ""kabupaten"", ""ikn""]","[""ikn"", ""kabupaten"", ""rombong""]",negatif
burung garuda garuda garuda ikn ikon kepala kepala log maklum orang orang partai patung penggal, sepertinya walaupun diruqiyah tetap aja orang ini ngigau terus maklum... kepala garuda sudah dipenggal dari belakang sebagaimana ikon patung garuda di tempat yang mereka sebut ikn. lagipula logi partai gerindra cuma kepala burung garuda. jadi jelas sudah orang ini omon² !, sepertinya walaupun diruqiyah tetap aja orang ini ngigau terus maklum kepala garuda sudah dipenggal dari belakang sebagaimana ikon patung garuda di tempat yang mereka sebut ikn lagipula logi partai gerindra cuma kepala burung garuda jadi jelas sudah orang ini omon² ,"[""sepertinya"", ""walaupun"", ""diruqiyah"", ""tetap"", ""aja"", ""orang"", ""ini"", ""ngigau"", ""terus"", ""maklum"", ""kepala"", ""garuda"", ""sudah"", ""dipenggal"", ""dari"", ""belakang"", ""sebagaimana"", ""ikon"", ""patung"", ""garuda"", ""di"", ""tempat"", ""yang"", ""mereka"", ""sebut"", ""ikn"", ""lagipula"", ""logi"", ""partai"", ""gerindra"", ""cuma"", ""kepala"", ""burung"", ""garuda"", ""jadi"", ""jelas"", ""sudah"", ""orang"", ""ini"", ""omon²""]","[""diruqiyah"", ""orang"", ""ngigau"", ""maklum"", ""kepala"", ""garuda"", ""dipenggal"", ""ikon"", ""patung"", ""garuda"", ""ikn"", ""lagipula"", ""logi"", ""partai"", ""gerindra"", ""kepala"", ""burung"", ""garuda"", ""orang"", ""omon²""]","[""burung"", ""garuda"", ""garuda"", ""garuda"", ""ikn"", ""ikon"", ""kepala"", ""kepala"", ""log"", ""maklum"", ""orang"", ""orang"", ""partai"", ""patung"", ""penggal""]",negatif
bidik harap ikn itu itu kalo kau korban mana manusia marah marak pagi sembuh suka sumber teh tos,  dimana psk sudah marak tp kenapa ya ikn yg loe bidik oh ia baru ingat itukan sumber buat kau  or  marah tak jelas suka halu  ada harapan sembuh di  itupun kalo elu mau berkorban jd manusia seutuhnya.ia gak  tos dulu dong teh di pagi hari,  dimana psk sudah marak tp kenapa ya ikn yg loe bidik oh ia baru ingat itukan sumber buat kau  or  marah tak jelas suka halu  ada harapan sembuh di  itupun kalo elu mau berkorban jd manusia seutuhnyaia gak  tos dulu dong teh di pagi hari,"[""dimana"", ""psk"", ""sudah"", ""marak"", ""tp"", ""kenapa"", ""ya"", ""ikn"", ""yg"", ""kamu"", ""bidik"", ""oh"", ""ia"", ""baru"", ""ingat"", ""itukan"", ""sumber"", ""buat"", ""kau"", ""or"", ""marah"", ""tak"", ""jelas"", ""suka"", ""halu"", ""ada"", ""harapan"", ""sembuh"", ""di"", ""itupun"", ""kalo"", ""kamu"", ""mau"", ""berkorban"", ""jd"", ""manusia"", ""seutuhnyaia"", ""tidak"", ""tos"", ""dulu"", ""dong"", ""teh"", ""di"", ""pagi"", ""hari""]","[""dimana"", ""psk"", ""marak"", ""tp"", ""ikn"", ""bidik"", ""oh"", ""itukan"", ""sumber"", ""kau"", ""or"", ""marah"", ""suka"", ""halu"", ""harapan"", ""sembuh"", ""itupun"", ""kalo"", ""berkorban"", ""jd"", ""manusia"", ""seutuhnyaia"", ""tos"", ""teh"", ""pagi""]","[""bidik"", ""harap"", ""ikn"", ""itu"", ""itu"", ""kalo"", ""kau"", ""korban"", ""mana"", ""manusia"", ""marah"", ""marak"", ""pagi"", ""sembuh"", ""suka"", ""sumber"", ""teh"", ""tos""]",negatif
aktivitas aktivitas hidup ibukota ikn ikn kerja ramai sana sia sia video, wowww sangat ramai sekali aktivitas disana. ga sia sia pak jokowi pindahin ibukota ke ikn. terlihat juga di video aktivitas pekerja asn yang sudah ngantor di ikn. hidup jokowi x , wowww sangat ramai sekali aktivitas disana ga sia sia pak jokowi pindahin ibukota ke ikn terlihat juga di video aktivitas pekerja asn yang sudah ngantor di ikn hidup jokowi x ,"[""wowww"", ""sangat"", ""ramai"", ""sekali"", ""aktivitas"", ""disana"", ""tidak"", ""sia"", ""sia"", ""pak"", ""jokowi"", ""pindahin"", ""ibukota"", ""ke"", ""ikn"", ""terlihat"", ""juga"", ""di"", ""video"", ""aktivitas"", ""pekerja"", ""asn"", ""yang"", ""sudah"", ""ngantor"", ""di"", ""ikn"", ""hidup"", ""jokowi"", ""x""]","[""wowww"", ""ramai"", ""aktivitas"", ""disana"", ""sia"", ""sia"", ""jokowi"", ""pindahin"", ""ibukota"", ""ikn"", ""video"", ""aktivitas"", ""pekerja"", ""asn"", ""ngantor"", ""ikn"", ""hidup"", ""jokowi"", ""x""]","[""aktivitas"", ""aktivitas"", ""hidup"", ""ibukota"", ""ikn"", ""ikn"", ""kerja"", ""ramai"", ""sana"", ""sia"", ""sia"", ""video""]",negatif
ikn indonesia kota republik, sekarang ibu kota republik indonesia yg benar yg mana ya ? ikn atw masih di jakarta ?, sekarang ibu kota republik indonesia yg benar yg mana ya  ikn atw masih di jakarta ,"[""sekarang"", ""ibu"", ""kota"", ""republik"", ""indonesia"", ""yg"", ""benar"", ""yg"", ""mana"", ""ya"", ""ikn"", ""atw"", ""masih"", ""di"", ""jakarta""]","[""kota"", ""republik"", ""indonesia"", ""ikn"", ""atw"", ""jakarta""]","[""ikn"", ""indonesia"", ""kota"", ""republik""]",negatif
biar ikn jaga kurung lolos suruh suruh tugu,suruh ikut cpns aja biar klo lolos skalian dikurung di ikn suruh jaga tugu lorem ipsum,suruh ikut cpns aja biar klo lolos skalian dikurung di ikn suruh jaga tugu lorem ipsum,"[""suruh"", ""ikut"", ""cpns"", ""aja"", ""biar"", ""klo"", ""lolos"", ""skalian"", ""dikurung"", ""di"", ""ikn"", ""suruh"", ""jaga"", ""tugu"", ""lorem"", ""ipsum""]","[""suruh"", ""cpns"", ""biar"", ""klo"", ""lolos"", ""skalian"", ""dikurung"", ""ikn"", ""suruh"", ""jaga"", ""tugu"", ""lorem"", ""ipsum""]","[""biar"", ""ikn"", ""jaga"", ""kurung"", ""lolos"", ""suruh"", ""suruh"", ""tugu""]",negatif
badan bilang doang gede gemuk ikn ikn ikn investor kabinet kebo kek kek kerempeng pes,  pertama dia bilang: - esemka sdh dipesan lebih dr  = nipu - ikn tdk dari apbn= boong - sudah ada investor ikn dari bla=bacot gede doang - ikn sdh diyempati juno  = sudah tp belum - kabinet kerempeng kek badannya= gemuk kek kebo - ankny gk msk politik=msuk dibntu usman,  pertama dia bilang  esemka sdh dipesan lebih dr   nipu  ikn tdk dari apbn boong  sudah ada investor ikn dari blabacot gede doang  ikn sdh diyempati juno   sudah tp belum  kabinet kerempeng kek badannya gemuk kek kebo  ankny gk msk politikmsuk dibntu usman,"[""pertama"", ""dia"", ""bilang"", ""esemka"", ""sdh"", ""dipesan"", ""lebih"", ""dr"", ""nipu"", ""ikn"", ""tdk"", ""dari"", ""apbn"", ""boong"", ""sudah"", ""ada"", ""investor"", ""ikn"", ""dari"", ""blabacot"", ""gede"", ""doang"", ""ikn"", ""sdh"", ""diyempati"", ""juno"", ""sudah"", ""tp"", ""belum"", ""kabinet"", ""kerempeng"", ""kek"", ""badannya"", ""gemuk"", ""kek"", ""kebo"", ""ankny"", ""gk"", ""msk"", ""politikmsuk"", ""dibntu"", ""usman""]","[""bilang"", ""esemka"", ""sdh"", ""dipesan"", ""dr"", ""nipu"", ""ikn"", ""tdk"", ""apbn"", ""boong"", ""investor"", ""ikn"", ""blabacot"", ""gede"", ""doang"", ""ikn"", ""sdh"", ""diyempati"", ""juno"", ""tp"", ""kabinet"", ""kerempeng"", ""kek"", ""badannya"", ""gemuk"", ""kek"", ""kebo"", ""ankny"", ""gk"", ""msk"", ""politikmsuk"", ""dibntu"", ""usman""]","[""badan"", ""bilang"", ""doang"", ""gede"", ""gemuk"", ""ikn"", ""ikn"", ""ikn"", ""investor"", ""kabinet"", ""kebo"", ""kek"", ""kek"", ""kerempeng"", ""pes""]",negatif
berantas bijak cepat deregulasi ekspor hasil ikn investasi judi kota nasional negara oleh polusi tanah tangan tangan tingkat udara, terlalu banyak satgas namun tak ada nampak hasilnya satgas penanganan polusi udara satgas peningkatan ekspor nasional satgas percepatan perolehan tanah dan investasi di ibu kota negara (ikn) satgas penanganan blbi satgas pemberantasan judi daring satgas deregulasi kebijakan, terlalu banyak satgas namun tak ada nampak hasilnya satgas penanganan polusi udara satgas peningkatan ekspor nasional satgas percepatan perolehan tanah dan investasi di ibu kota negara ikn satgas penanganan blbi satgas pemberantasan judi daring satgas deregulasi kebijakan,"[""terlalu"", ""banyak"", ""satgas"", ""namun"", ""tak"", ""ada"", ""nampak"", ""hasilnya"", ""satgas"", ""penanganan"", ""polusi"", ""udara"", ""satgas"", ""peningkatan"", ""ekspor"", ""nasional"", ""satgas"", ""percepatan"", ""perolehan"", ""tanah"", ""dan"", ""investasi"", ""di"", ""ibu"", ""kota"", ""negara"", ""ikn"", ""satgas"", ""penanganan"", ""blbi"", ""satgas"", ""pemberantasan"", ""judi"", ""daring"", ""satgas"", ""deregulasi"", ""kebijakan""]","[""satgas"", ""nampak"", ""hasilnya"", ""satgas"", ""penanganan"", ""polusi"", ""udara"", ""satgas"", ""peningkatan"", ""ekspor"", ""nasional"", ""satgas"", ""percepatan"", ""perolehan"", ""tanah"", ""investasi"", ""kota"", ""negara"", ""ikn"", ""satgas"", ""penanganan"", ""blbi"", ""satgas"", ""pemberantasan"", ""judi"", ""daring"", ""satgas"", ""deregulasi"", ""kebijakan""]","[""berantas"", ""bijak"", ""cepat"", ""deregulasi"", ""ekspor"", ""hasil"", ""ikn"", ""investasi"", ""judi"", ""kota"", ""nasional"", ""negara"", ""oleh"", ""polusi"", ""tanah"", ""tangan"", ""tangan"", ""tingkat"", ""udara""]",negatif
alias anjing anjing doang emang ikn otoritas terna tobat, anjing buzzer ternakan mulyono emang pada dongo ..otoritas ikn sudah dibubarin alias mangkrak buzzer termul dongo asal ngebacot doang tobat lu anjing ..!!!!!!!, anjing buzzer ternakan mulyono emang pada dongo otoritas ikn sudah dibubarin alias mangkrak buzzer termul dongo asal ngebacot doang tobat lu anjing ,"[""anjing"", ""buzzer"", ""ternakan"", ""mulyono"", ""emang"", ""pada"", ""dongo"", ""otoritas"", ""ikn"", ""sudah"", ""dibubarin"", ""alias"", ""mangkrak"", ""buzzer"", ""termul"", ""dongo"", ""asal"", ""ngebacot"", ""doang"", ""tobat"", ""kamu"", ""anjing""]","[""anjing"", ""buzzer"", ""ternakan"", ""mulyono"", ""emang"", ""dongo"", ""otoritas"", ""ikn"", ""dibubarin"", ""alias"", ""mangkrak"", ""buzzer"", ""termul"", ""dongo"", ""ngebacot"", ""doang"", ""tobat"", ""anjing""]","[""alias"", ""anjing"", ""anjing"", ""doang"", ""emang"", ""ikn"", ""otoritas"", ""terna"", ""tobat""]",negatif
agustus arogan ikn pindah rakyat tuju,  seluruh rakyat setuju ikn. tapi arogan juga yg maksa pindah agustus ,  seluruh rakyat setuju ikn tapi arogan juga yg maksa pindah agustus ,"[""seluruh"", ""rakyat"", ""setuju"", ""ikn"", ""tapi"", ""arogan"", ""juga"", ""yg"", ""maksa"", ""pindah"", ""agustus""]","[""rakyat"", ""setuju"", ""ikn"", ""arogan"", ""maksa"", ""pindah"", ""agustus""]","[""agustus"", ""arogan"", ""ikn"", ""pindah"", ""rakyat"", ""tuju""]",negatif
agustus aneh banget bangun bangun ikn ikn jangka keburu ngebet orang pindah rasional tahap, pembangunan ikn itu pembangunan jangka panjang.....bertahap tahap maka sangat aneh jika ada orang yg ngebet banget pindah ke ikn agustus . keburu napsu...nuruti napsu..gak rasional, pembangunan ikn itu pembangunan jangka panjangbertahap tahap maka sangat aneh jika ada orang yg ngebet banget pindah ke ikn agustus  keburu napsunuruti napsugak rasional,"[""pembangunan"", ""ikn"", ""itu"", ""pembangunan"", ""jangka"", ""panjangbertahap"", ""tahap"", ""maka"", ""sangat"", ""aneh"", ""jika"", ""ada"", ""orang"", ""yg"", ""ngebet"", ""banget"", ""pindah"", ""ke"", ""ikn"", ""agustus"", ""keburu"", ""napsunuruti"", ""napsugak"", ""rasional""]","[""pembangunan"", ""ikn"", ""pembangunan"", ""jangka"", ""panjangbertahap"", ""tahap"", ""aneh"", ""orang"", ""ngebet"", ""banget"", ""pindah"", ""ikn"", ""agustus"", ""keburu"", ""napsunuruti"", ""napsugak"", ""rasional""]","[""agustus"", ""aneh"", ""banget"", ""bangun"", ""bangun"", ""ikn"", ""ikn"", ""jangka"", ""keburu"", ""ngebet"", ""orang"", ""pindah"", ""rasional"", ""tahap""]",negatif
bohong bohong ikn investor lupa mobil rakyat, jokowi juga lupa sudah bohongin rakyatnya ...sebohong bohongnya ...mulai mobil esemka ..investor ikn , jokowi juga lupa sudah bohongin rakyatnya sebohong bohongnya mulai mobil esemka investor ikn ,"[""jokowi"", ""juga"", ""lupa"", ""sudah"", ""bohongin"", ""rakyatnya"", ""sebohong"", ""bohongnya"", ""mulai"", ""mobil"", ""esemka"", ""investor"", ""ikn""]","[""jokowi"", ""lupa"", ""bohongin"", ""rakyatnya"", ""sebohong"", ""bohongnya"", ""mobil"", ""esemka"", ""investor"", ""ikn""]","[""bohong"", ""bohong"", ""ikn"", ""investor"", ""lupa"", ""mobil"", ""rakyat""]",negatif
anak bandara bobrok didik gunung ikn indeks jeblok katrol lesu malu nasional negeri nilai presiden prestasi rupiah tukar utang,prestasi jokowi selama jadi presiden : ikn mangkrak bandara kertajati lesu esemka ngibul mengkatrol anaknya jadi wapres utang luar negeri menggunung nilai tukar rupiah jeblok indeks pendidikan nasional memalukan dan masih banyak lagi deh bobroknya.,prestasi jokowi selama jadi presiden  ikn mangkrak bandara kertajati lesu esemka ngibul mengkatrol anaknya jadi wapres utang luar negeri menggunung nilai tukar rupiah jeblok indeks pendidikan nasional memalukan dan masih banyak lagi deh bobroknya,"[""prestasi"", ""jokowi"", ""selama"", ""jadi"", ""presiden"", ""ikn"", ""mangkrak"", ""bandara"", ""kertajati"", ""lesu"", ""esemka"", ""ngibul"", ""mengkatrol"", ""anaknya"", ""jadi"", ""wapres"", ""utang"", ""luar"", ""negeri"", ""menggunung"", ""nilai"", ""tukar"", ""rupiah"", ""jeblok"", ""indeks"", ""pendidikan"", ""nasional"", ""memalukan"", ""dan"", ""masih"", ""banyak"", ""lagi"", ""deh"", ""bobroknya""]","[""prestasi"", ""jokowi"", ""presiden"", ""ikn"", ""mangkrak"", ""bandara"", ""kertajati"", ""lesu"", ""esemka"", ""ngibul"", ""mengkatrol"", ""anaknya"", ""wapres"", ""utang"", ""negeri"", ""menggunung"", ""nilai"", ""tukar"", ""rupiah"", ""jeblok"", ""indeks"", ""pendidikan"", ""nasional"", ""memalukan"", ""bobroknya""]","[""anak"", ""bandara"", ""bobrok"", ""didik"", ""gunung"", ""ikn"", ""indeks"", ""jeblok"", ""katrol"", ""lesu"", ""malu"", ""nasional"", ""negeri"", ""nilai"", ""presiden"", ""prestasi"", ""rupiah"", ""tukar"", ""utang""]",negatif
bakar bakat barak ikn istana kantor negara polisi tentara, harusnya diterusin bakatnya buat bakar ikn istana negara dpr kantor polisi barak tentara, harusnya diterusin bakatnya buat bakar ikn istana negara dpr kantor polisi barak tentara,"[""harusnya"", ""diterusin"", ""bakatnya"", ""buat"", ""bakar"", ""ikn"", ""istana"", ""negara"", ""dpr"", ""kantor"", ""polisi"", ""barak"", ""tentara""]","[""diterusin"", ""bakatnya"", ""bakar"", ""ikn"", ""istana"", ""negara"", ""dpr"", ""kantor"", ""polisi"", ""barak"", ""tentara""]","[""bakar"", ""bakat"", ""barak"", ""ikn"", ""istana"", ""kantor"", ""negara"", ""polisi"", ""tentara""]",negatif
